book_id,book_authors,book_desc,book_edition,book_format,book_isbn,book_ pages,book_rating,book_rating_count,book_review_count,book_title,genres,image_url,book_ price,,,,,,,,,
8242,James Dashner,"Once there was a world’s end.The forests burned, the lakes and rivers dried up, and the oceans swelled.Then came a plague, and fever spread across the globe. Families died, violence reigned, and man killed man.Next came WICKED, who were looking for an answer. And then they found the perfect boy.The boy’s name was Thomas, and Thomas built a maze.Now there are secrets.There are lies.And there are loyalties history could never have foreseen. This is the story of that boy, Thomas, and how he built a maze that only he could tear down.All will be revealed.",,Hardcover,9.78E+12,347,4.14,20807,2522,The Fever Code,Young Adult|Science Fiction|Dystopia|Science Fiction,https://images.gr-assets.com/books/1449687382l/23267628.jpg,347,,,,,,,,,
50202,Anne Logston,Elf animal-speaker Chyrie must help forge an alliance between her race and the despised humans if they are to survive the barbarian invaders who threaten both people. ,,Paperback,9.78E+12,215,3.77,132,2,Greendaughter,Fantasy|Fantasy|High Fantasy|Science Fiction Fantasy|Fiction,https://images.gr-assets.com/books/1189655755l/232285.jpg,215,,,,,,,,,
52732,Idries Shah,"An international folk hero with universal appeal, Nasrudin is often said to be the wisest fool that ever lived. Whether the stories of Nasrudin are studied for their humour alone, or for their hidden wisdom, they help us to understand our world and ourselves.",,Hardcover,9.78E+12,450,4.45,49,4,The World of Nasrudin,Philosophy,https://images.gr-assets.com/books/1347432217l/667147.jpg,450,,,,,,,,,
4956,Gerald N. Lund,"It's 18 years after the nuclear holocaust and the end of civilization, as we know it. Survivors are being relocated to a new society known as the Alliance. It seems like a dream come true for many of the new citizens. Crime, as well as harmful emotions, such as anger and prejudice have been eliminated, because the Alliance has computerized control over it's citizens from a computer chip that has been implanted in everyone. Eric Lloyd discovers the Alliance's corrupt power structure and vows to destroy it. But can one person change the world?",,Paperback,9.78E+12,330,4.22,3947,587,The Alliance,Science Fiction|Fiction|Lds|Lds Fiction|Science Fiction|Dystopia|Young Adult,https://images.gr-assets.com/books/1176430320l/625605.jpg,330,,,,,,,,,
4778,Darren Shan,"The pursuit begins....Darren Shan, the Vampire Prince, leaves Vampire Mountain on a life or death mission. As part of an elite force, Darren searches the world for the Vampaneze Lord. But the road ahead is long and dangerous-and lined with the bodies of the damned.",,Mass Market Paperback,9.78E+12,208,4.17,22378,467,Hunters of the Dusk,Young Adult|Paranormal|Vampires|Horror|Fantasy|Paranormal,https://images.gr-assets.com/books/1255722755l/8963.jpg,208,,,,,,,,,
11601,Mary E. Pearson,"A princess must find her place in a reborn world.She flees on her wedding day.She steals ancient documents from the Chancellor's secret collection.She is pursued by bounty hunters sent by her own father.She is Princess Lia, seventeen, First Daughter of the House of Morrighan.The Kingdom of Morrighan is steeped in tradition and the stories of a bygone world, but some traditions Lia can't abide. Like having to marry someone she's never met to secure a political alliance.Fed up and ready for a new life, Lia flees to a distant village on the morning of her wedding. She settles in among the common folk, intrigued when two mysterious and handsome strangers arrive—and unaware that one is the jilted prince and the other an assassin sent to kill her. Deceptions swirl and Lia finds herself on the brink of unlocking perilous secrets—secrets that may unravel her world—even as she feels herself falling in love.",,Hardcover,9.78E+12,486,4.04,64411,9106,The Kiss of Deception,Fantasy|Young Adult|Romance,https://images.gr-assets.com/books/1389802831l/18490681.jpg,486,,,,,,,,,
36640,Kristin Cast|Kelley Armstrong|Richelle Mead|Francesca Lia Block|Alyson Noel,"Truly, Madly, UndeadlyThis irresistible collection features stories of love amid vampires by five of today's hottest authors—Kristin Cast (Tempted), Richelle Mead (Vampire Academy), Alyson Noël (Evermore), Kelley Armstrong (The Summoning), and Francesca Lia Block (Pretty Dead).From a fugitive vampire forced to trust a boy who might work for the group bent on destroying her to the legendary romance of two immortals whose love compels them to risk everything, this heart-pounding collection brings new meaning to the words ""love you forever."" Whether you're into romances that are dark and moody or light and fun, these stories will quench that insatiable thirst for enchanting tales of the beautiful undead.Part of the Kisses from Hell Anthology",,Paperback,9.78E+12,262,3.63,6912,556,Kisses from Hell,Young Adult|Paranormal|Vampires|Fantasy|Paranormal|Anthologies|Fantasy|Romance,https://images.gr-assets.com/books/1266813433l/7343947.jpg,262,,,,,,,,,
23546,Lori L. Otto|Christi Allen Curtis,"Emi Lost & Found series - Winner of the Best Happily Ever After of 2013 - HEA Bookshelf “Intense doesn't begin to cover it. I cried. I sobbed. I bawled. A lot. Constantly. Take my word when I say that you and Emi will become one. I felt every emotion as if I was in the story. I could have been Emi.” - Kelli, Alphas, Authors and Books Oh My Emi Hennigan could never have predicted her life would be like this. After wasting more than ten years being “just a friend” to her true love, Nate Wilson, Emi feels more than a little regret. Her future was set, though. Nate loved her as much as she loved him, and they were moving forward with a romance that took them both by surprise. They already knew their bad habits, quirks and the subtle nuances of expressions, but the love was all-encompassing and new to them both. No man could compete, Emi thought, until one night – one evening, one party, one journey, one second alters her course completely. That night, her brother’s confident best friend, Jack Holland, comes back into her life with a mission: to spend more time with Emi to prove he is the right man for her. A romance with him is the furthest thing from Emi’s mind, though, staying loyal and steadfast to a trusted man that she will always love. In a year’s time, though, Emi must learn to make changes she’d never before considered after being impacted by unexpected events. While her fragile spirit takes time to heal, Jack slowly finds a comfortable place in her life. Only time will tell if it’s right for Emi – and enough for him. Photography and cover design by Christi Allen Curtis, assisted by Katrina Boone",,Paperback,,,4.37,1947,281,Time Stands Still,Romance|Contemporary|Romance|Contemporary Romance|New Adult,https://images.gr-assets.com/books/1394511731l/21420175.jpg,,,,,,,,,,
18281,Nicholas Ponticello,"Jim Frost thinks that when you’re dead, you’re dead. Gone. Finished. Kaput. But on the eve of his seventy-third birthday, his daughter suggests he have his brain downloaded to a microchip for safekeeping, and Jim is forced to consider what it really means to die—and what it might mean to live forever. Recipient of the 2015 Green Book Festival honorable mention in fiction and semi-finalist in the 2015 Kindle Book Awards, Do Not Resuscitate is the firsthand account of Jim Frost, an aging misanthropist who witnessed the rise and fall of the United States as a world power, the digitalization of the planet, the advent of the water wars, and the near collapse of the global economy. Yet he remains impervious to it all. Concerned more with his plasma TV, high-speed Internet, and continual supply of hash, twentysomething Jim takes an under-the-table job off Craigslist delivering mysterious red coolers to strangers in cafés in an effort to pay the bills. But when Jim’s enigmatic employer asks him to fly to North Korea for a delivery, Jim starts to wonder what he’s gotten himself into.",,Kindle Edition,,302,3.81,115,21,Do Not Resuscitate,Science Fiction|Contemporary,https://images.gr-assets.com/books/1440782580l/25491363.jpg,302,,,,,,,,,
52331,Melody Mayer,"Good girls.Life in La Crosse couldn’t be any blah-er. Kiley’s way out? A pricey school in California that she can only afford if she’s a resident of the Golden State. That’s why she’s on Platinum Nanny, vying for the chance to work for a wacko rock star–or be sent home nationally humiliated.Wild girls.Lydia has spent eight years stuck in the Amazon with her do-gooding parents. When her aunt offers her a lifeline–babysitting in posh Bel Air–Lydia hops the next plane to civilization. Pucci sandals, poolside cabanas, clubbing in Hollywood It spots–was there even a question she’d accept? Now she just has to find a cute pool boy to make up for all that lost time. . . .Wilder boys.Moving into the guesthouse of one of Beverly Hills’ most powerful families isn’t exactly what Esme had in mind for a summer job. Neither was losing her head over Jonathan, her new boss’s almost famous (and already hot) son. Safe to say her boyfriend isn’t going to like this.Grab your sunglasses and welcome to The Nannies, a crazy world of Hollyweird backstabbing and skyscraping palm trees, spoiled tots and private swim lessons. But how hard can a nanny job be? After all, eight to four is kid time. After that? It’s our time.",,Paperback,9.78E+12,288,3.64,527,36,The Nannies,Young Adult|Womens Fiction|Chick Lit|Young Adult|Teen|Romance,https://images.gr-assets.com/books/1320541826l/281577.jpg,288,,,,,,,,,
5119,James Patterson|Maxine Paetro,"On the night Malcolm and Maud Angel are murdered, Tandy Angel knows just three things: She was the last person to see her parents alive. The police have no suspects besides Tandy and her three siblings. She can't trust anyone -— maybe not even herself. Having grown up under Malcolm and Maud's intense perfectionist demands, no child comes away undamaged. Tandy decides that she will have to clear the family name, but digging deeper into her powerful parents' affairs is a dangerous -- and revealing -- game. Who knows what the Angels are truly capable of?",Large Print,Paperback,9.78E+12,372,3.9,24730,2516,Confessions of a Murder Suspect,Mystery|Young Adult,https://images.gr-assets.com/books/1377041438l/13521399.jpg,372,,,,,,,,,
39112,John Green|Jasmina Marković Karović,"Jubilarno izdanje za desetogodišnjicu savremenog klasika, knjige koja je vinula u zvezde Džona Grina, autora romana KRIVE SU ZVEZDE, jedne od najprodavanijih knjiga na svetu.Majls „Salce“ Halter kreće u potragu za Velikim Možda, i na tom putu upoznaje neodoljivu Aljasku Jang…",,Paperback,,,4.06,942278,50887,U potrazi za Aljaskom,Young Adult|Fiction|Contemporary|Romance,https://images.gr-assets.com/books/1428573725l/25326278.jpg,,,,,,,,,,
24730,Anthony Doerr,"Set on four continents, Anthony Doerr's collection of stories is about memory: the source of meaning and coherence in our lives, the fragile thread that connects us to ourselves and to others.In the luminous and beautiful title story, a young boy in South Africa comes to possess an old woman's secret, a piece of the past with the power to redeem a life. In 'The River Nemunas', a teenaged orphan moves from Kansas to Lithuania to live with her grandfather, and discovers a world in which myth becomes real. 'Village 113' is about the building of the Three Gorges Dam and the seedkeeper who guards the history of a village soon to be submerged. And in 'Afterworld,' the radiant, cathartic final story, a woman who escaped the Holocaust is haunted by visions of her childhood friends in Germany, yet finds solace in the tender ministrations of her grandson.The stories in Memory Wall show us how we figure the world, and show Anthony Doerr to be one of the masters of the form.",,Hardcover,9.78E+12,243,4.09,4351,634,Memory Wall,Short Stories|Fiction|Contemporary,https://images.gr-assets.com/books/1327935430l/7696504.jpg,243,,,,,,,,,
41969,Johann Wolfgang von Goethe|Nihat Ülner,"Evrensel boyutlara ulaşmış ünüyle bugün dünya edebiyatının en büyük yazarlarından biri sayılan Goethe, henüz yirmi beş yaşındayken yazdığı Genç Werther'in Acıları'nda, kısa bir süre önce Charlotte adlı genç bir kadınla yaşadığı mutsuz ilişkiden yola çıkmıştı. Edebiyat dünyasına, karşılıksız aşkıyla intihara sürüklenen ""Romantik kahraman""ı armağan eden bu büyüleyici mektup-roman, şiirselliği ve yaşama tutkulu bakışıyla okuyucuları mıknatıs gibi kendine çekmişti. Almanya'da bütün gençliği etkisi altına alan romanın, birçok intihara neden olduğu, Werther'in giydiği mavi frak, sarı yelek ve çizmelerin döneminde moda yarattığı, Napoléon'un bile kitabı sürekli yanında taşıdığı söylenir.Son derece duyarlı ve tutkulu bir genç ressam olan Werther'in, düşsel dostu Wilhelm'e yazdığı mektuplardan oluşan Genç Werther'in Acıları, edebiyatta akılcılığın yerini alan duygusallığın bir başyapıtıdır.",,Paperback,9.79E+12,168,3.65,62922,3116,Genç Werther'in Acıları,Classics|Fiction|European Literature|German Literature|Literature,https://images.gr-assets.com/books/1436451930l/11667256.jpg,168,,,,,,,,,
17442,Erni Aladjai,"Mari kuceritakan kisah sedih tentang kehilangan. Rasa sakit yang merupa serta perih yang menjejakkan duka. Namun, jangan terlalu bersedih, karena aku akan menceritakan pula tentang harapan. Tentang cinta yang tetap menyetia meski takdir hampir kehilangan pegangan.Mari kuceritakan tentang orang-orang yang bertemu di bawah langit sewarna biru. Orang-orang yang memilih marah, lalu saling menorehkan luka. Juga kisah orang-orang yang memilih berjalan bersisian, dengan tangan tetap saling memegang.Mari, mari kuceritakan tentang marah, tentang sedih, tentang langit dan senja yang tak searah, juga tentang cinta yang selalu ada dalam tiap cerita. ***“Kei dituturkan lewat penokohan yang dinamis dan mendalam, pengelolaan alur yang intens dan kompleks tanpa menjadikan jalan cerita hilang. Latar yang dipilih pengarang berpadu secara selaras dengan konflik utama dalam cerita.”Pidato A.S. Laksana — Sastrawan dan Juri Sayembara Menulis Novel Dewan Kesenian Jakarta 2012",,Paperback,9.79E+12,250,3.45,198,55,Kei: Kutemukan Cinta di Tengah Perang,Romance|Novels|Fiction|Historical|Cultural|Asian Literature|Indonesian Literature,https://images.gr-assets.com/books/1377230537l/18367554.jpg,250,,,,,,,,,
39113,Beth Moore,"Join Beth in an in-depth and very personal examination of this great story of threat and deliverance. She peels back the layers of history and shows how very contemporary and applicable the story of Esther is to our lives. If you've ever felt inadequate, threatened, or pushed into situations that seemed overpowering, this is the study for you. Just as it was tough being a woman in Esther's day, it's tough today. This portion of God's Word contains treasures to aid us in our hurried, harried, and pressured lives.Leader kit contains: 6 DVDs (10 teaching segments and bonus content),1 Member Book, and 1 Leader Guide.",,Paperback,9.78E+12,0,4.57,6793,202,"Esther: It's Tough Being a Woman [With 6 DVDs and Leader Guide, Member Book]",Christian|Nonfiction|Religion|Faith|Religion|Christianity,https://images.gr-assets.com/books/1232079572l/5757794.jpg,0,,,,,,,,,
26719,Dylan Thomas,"The 'Young Dog' of the title is of course Thomas himself, & this volume of autobiographical stories by the great modern poet, who shows his waggish humor at its best, his exuberance & verbal magic in spectacular display. It also shows him a spinner of tales & a creator of memorable characters.The peachesA visit to Grandpa'sPatricia, Edith & ArnoldThe fightExtraordinary little coughJust like little dogsWhere Tawe flowsWho do you wish was with usOld GarboOne warm Saturday",,Paperback,9.78E+12,120,4,1584,107,Portrait of the Artist as a Young Dog,Fiction|Short Stories|Poetry|Classics,https://images.gr-assets.com/books/1347668334l/763031.jpg,120,,,,,,,,,
41305,Darwyn Cooke,"Darwyn Cooke's masterful and multi award-winning series of Parker graphic novels continues with Slayground! Parker, whose getaway car crashes after a heist, manages to elude capture with his loot by breaking into an amusement park that is closed for the winter. But his presence does not go unnoticed - a pair of cops observed the job and its aftermath. But rather than pursue their suspect... they decide to go into business for themselves, with the help of some ""business associates."" From then on it's a game of cat and mouse, one played out through closed rides of the abandoned carnival... a game that slowly starts to favor the mouse. Includes the Eisner award-winning short story ""The 7th,"" previously only available in the Martini edition!",,Hardcover,9.78E+12,96,4.06,1093,118,Richard Stark's Parker: Slayground,Sequential Art|Comics|Sequential Art|Graphic Novels|Mystery|Crime|Fiction,https://images.gr-assets.com/books/1394659578l/18430293.jpg,96,,,,,,,,,
53557,Frank Herbert,"4th in Dune Chronicles Series With more than ten million copies sold, Frank Herbert's magnificent DUNE books stand among the major achievements of the imagination. Of them all, GOD EMPEROR OF DUNE, the fourth, is the greatest and the grandest. Centuries have passed on Dune itself, and the planet is green with life. Leto II, the son of Dune's savior, is still alive but far from human. He has become a human-sandworm creature, ruling over his angry and frustrated empire with his vast legions of Fish Speaker soldiers, enforcing peace for dozens of generations to teach the universe a lesson, while also waiting for the right time to turn Dune back into a desert planet. The fate of all humanity hangs on Leto's awesome sacrifice. ""GOD EMPEROR OF DUNE seizes the glittering loose ends of empire, ecology and mysticism and weaves them together into a seamless, brilliant tapestry of a human ecology evolving to transcend worlds and time."" (Baltimore Sun)",,Paperback,,540,3.83,56739,1226,Dune Tanrı İmparatoru,Science Fiction|Fiction|Fantasy,https://images.gr-assets.com/books/1361112125l/17380479.jpg,540,,,,,,,,,
19904,अच्युत गोडबोले [Achyut Godbole],"सुरुवातीलाच एक प्रांजल कबुलीजबाब! या रोमांचकारी ग्रंथराजावर अभिप्राय देण्याचं अच्युतला मी कबूल केलं, पण ही एका बेसावध क्षणी माझ्याकडून घडलेली चूक होती.पदार्थविज्ञान, भूगर्भशास्त्र, रसायनशास्त्र आणि जीवशास्त्र वगैरेंना ज्यांनी आद्य शास्त्राचा दर्जा प्राप्त करून दिला, ती माणसं, त्यांचे विषय व विशेष यांचा तपशीलवार वृत्तांत या पुस्तकात आहे. एकाच व्यक्तीनं लिहिलेली अशी कलाकृती मराठीमध्ये फार क्वचितच असेल. वेगवेगळया विषयांतले किमान चार नावाजलेले लेखक जे लिहू शकतील, ते सर्व अच्युतनं सहजपणे एकहाती लिहिलं आहे.एखाद्या गुजगोष्टी आपण वाचाव्यात, तसं हे पुस्तक आहे. अवैज्ञानिकांसाठी विज्ञान कसं लिहावं, याचा वस्तुपाठ अच्युतच्या निर्मितीमध्ये आहे. मी त्याचं अभिनंदन करतो.पद्मविभूषण वसंत गोवारीकरविश्व व जीवसृष्टीची उत्पत्ती यांसारख्या मूलभूत प्रश्नांचा ठाव घेणारे विज्ञान म्हणजे मानवी संस्कृतीचा दीप्तिमान वारसा आहे.ही सर्वस्पर्शी क्रांती घडवून आणणारे वैज्ञानिक मात्र अनेकांना अपरिचितच असतात. उदाहरणार्थ, मोबाइलसारख्या जादुई उपकरणामागचे विज्ञान निश्चित करणाऱ्या 'मॅक्स्वेल'ची ओळख किती जणांना असेल?विज्ञानातील अशा विस्मयकारी संकल्पनांचा, त्यांच्या निर्मितीमागच्या झगडयाचा आणि त्या घडवणाऱ्या 'किमयागारां'चा रोमहर्षक इतिहास सांगणारे हे आगळेवेगळे पुस्तक.पुस्तकाचा आणखी एक महत्त्वाचा पैलू म्हणजे निसर्गनियम शोधून काढण्यामागची ऊर्मी, संशोधनातील निर्मितीचा आनंद व या वैचारिक साहसातील थरार! तो लेखकाला स्वत:ला भिडलेला असल्यामुळे ते लेखन जिवंतपणे वाचकांपर्यंत पोचते.अतीश दाभोलकर(भटनागर पुरस्कारविजेते, आंतरराष्ट्रीय कीर्तीचे वैज्ञानिक)पुस्तकाला मिळालेले पुरस्कार: महाराष्ट्र राज्य उत्कृष्ट वाङ्मय पुरस्कार 2007-08पृष्ठसंख्या: 620किंमत: रु. 400प्रथम आवृत्ती: 2007सद्य आवृती: September, 2012",,,9.79E+12,591,4.21,676,24,किमयागार [Kimayagar],Literature|Marathi|Science|Modern,https://images.gr-assets.com/books/1372255362l/8470103.jpg,591,,,,,,,,,
586,Tim LaHaye|Jerry B. Jenkins,"An airborne Boeing 747 is headed to London when, without any warning, passengers mysteriously disappear from their seats. Terror and chaos slowly spread not only through the plane but also worldwide as unusual events continue to unfold. For those who have been left behind, the apocalypse has just begun...",,Mass Market Paperback,9.78E+12,342,3.82,181525,3435,Left Behind,Fiction|Christian|Christian Fiction|Religion|Fantasy,https://images.gr-assets.com/books/1406505054l/27523.jpg,342,,,,,,,,,
